,state,county,candidate,party,total_votes,won,fips,state_code,male,female,median_age,population,female_percentage,lat,long,color,year,DEM_Rate,REP_Rate,Metro_DEM_Votes,Metro_REP_Votes,Metro_DEM_Rate,Metro_REP_Rate,Race,2016,2020,% increase,fact,Arizona,Georgia,South Carolina
12118,Pennsylvania,Potter County,Donald Trump,REP,7239,TRUE,42105,PA,8475,8462,46.7,16937,49.96162248,41.74492726,-77.89581311,red,,,,,,,,,,,,,,,
12121,Pennsylvania,Schuylkill County,Donald Trump,REP,48871,TRUE,42107,PA,73333,70222,44.2,143555,48.91644318,40.70581319,-76.21598942,red,,,,,,,,,,,,,,,
12125,Pennsylvania,Snyder County,Donald Trump,REP,13983,TRUE,42109,PA,20063,20403,39.9,40466,50.42010577,40.76983942,-77.07016619,red,,,,,,,,,,,,,,,
12128,Pennsylvania,Somerset County,Donald Trump,REP,31466,TRUE,42111,PA,39038,35911,45.9,74949,47.9139148,39.97246804,-79.02825923,red,,,,,,,,,,,,,,,
12132,Pennsylvania,Sullivan County,Donald Trump,REP,2619,TRUE,42113,PA,3253,2924,53.1,6177,47.33689493,41.44615844,-76.51223502,red,,,,,,,,,,,,,,,
12136,Pennsylvania,Susquehanna County,Donald Trump,REP,15207,TRUE,42115,PA,20794,20546,48.2,41340,49.70004838,41.82137626,-75.80070292,red,,,,,,,,,,,,,,,
12139,Pennsylvania,Tioga County,Donald Trump,REP,15742,TRUE,42117,PA,20516,20710,44.3,41226,50.23528841,41.77217214,-77.25426619,red,,,,,,,,,,,,,,,
12143,Pennsylvania,Union County,Donald Trump,REP,12356,TRUE,42119,PA,24802,20312,39.4,45114,45.02371769,40.96300208,-77.06222761,red,,,,,,,,,,,,,,,
12146,Pennsylvania,Venango County,Donald Trump,REP,18569,TRUE,42121,PA,25842,26534,46.5,52376,50.66060791,41.40098984,-79.75795405,red,,,,,,,,,,,,,,,
12150,Pennsylvania,Warren County,Donald Trump,REP,14237,TRUE,42123,PA,20013,20022,47,40035,50.01124016,41.8145093,-79.27412917,red,,,,,,,,,,,,,,,
12154,Pennsylvania,Washington County,Donald Trump,REP,72080,TRUE,42125,PA,101709,105838,44.5,207547,50.99471445,40.18940354,-80.24823903,red,,,,,,,,,,,,,,,
12157,Pennsylvania,Wayne County,Donald Trump,REP,18637,TRUE,42127,PA,27278,24258,48.1,51536,47.07000931,41.64872959,-75.30327044,red,,,,,,,,,,,,,,,
12160,Pennsylvania,Westmoreland County,Donald Trump,REP,130218,TRUE,42129,PA,173251,181500,46.8,354751,51.16264648,40.31072399,-79.46696261,red,,,,,,,,,,,,,,,
12164,Pennsylvania,Wyoming County,Donald Trump,REP,9936,TRUE,42131,PA,13887,13701,44.2,27588,49.66289691,41.51836366,-76.0165963,red,,,,,,,,,,,,,,,
12168,Pennsylvania,York County,Donald Trump,REP,146733,TRUE,42133,PA,219415,224599,41,444014,50.58376538,39.9199616,-76.72652516,red,,,,,,,,,,,,,,,
12171,South Carolina,Abbeville County,Donald Trump,REP,8215,TRUE,45001,SC,11966,12691,43.8,24657,51.47017074,34.2225929,-82.45916543,red,,,,,,,,,,,,,,,
12176,South Carolina,Aiken County,Donald Trump,REP,51589,TRUE,45003,SC,80764,86162,41,166926,51.61688413,33.54424832,-81.63469364,red,,,,,,,,,,,,,,,
12181,South Carolina,Allendale County,Joe Biden,DEM,2718,TRUE,45005,SC,4913,4301,40.2,9214,46.67896679,32.98815287,-81.35830038,blue,,,,,,,,,,,,,,,
12186,South Carolina,Anderson County,Donald Trump,REP,67565,TRUE,45007,SC,94565,101430,40.7,195995,51.75132019,34.51926406,-82.63776964,red,,,,,,,,,,,,,,,
12191,South Carolina,Bamberg County,Joe Biden,DEM,4010,TRUE,45009,SC,7113,7487,41.9,14600,51.28082192,33.21479875,-81.05424206,blue,,,,,,,,,,,,,,,
12196,South Carolina,Barnwell County,Donald Trump,REP,5492,TRUE,45011,SC,10300,11277,40.9,21577,52.2639848,33.26605045,-81.43500078,red,,,,,,,,,,,,,,,
12201,South Carolina,Beaufort County,Donald Trump,REP,53194,TRUE,45013,SC,89979,92679,44.8,182658,50.73908616,32.38554045,-80.73021039,red,,,,,,,,,,,,,,,
12206,South Carolina,Berkeley County,Donald Trump,REP,57397,TRUE,45015,SC,103989,105076,36,209065,50.259967,33.19733029,-79.95216443,red,,,,,,,,,,,,,,,
12211,South Carolina,Calhoun County,Donald Trump,REP,4305,TRUE,45017,SC,7013,7700,46,14713,52.33467002,33.67488299,-80.78029516,red,,,,,,,,,,,,,,,
12216,South Carolina,Charleston County,Joe Biden,DEM,121485,TRUE,45019,SC,191191,203517,37.6,394708,51.56140742,32.83460089,-79.95313718,blue,,,,,,,,,,,,,,,
12221,South Carolina,Cherokee County,Donald Trump,REP,18043,TRUE,45021,SC,27529,29182,38.7,56711,51.45738922,35.04813183,-81.62045078,red,,,,,,,,,,,,,,,
12226,South Carolina,Chester County,Donald Trump,REP,8660,TRUE,45023,SC,15747,16579,41.5,32326,51.28688981,34.6920387,-81.15952739,red,,,,,,,,,,,,,,,
12231,South Carolina,Chesterfield County,Donald Trump,REP,11297,TRUE,45025,SC,22642,23382,42.3,46024,50.80392839,34.63980202,-80.15873739,red,,,,,,,,,,,,,,,
12236,South Carolina,Clarendon County,Donald Trump,REP,8361,TRUE,45027,SC,16740,17277,44.3,34017,50.78931123,33.66579329,-80.21641797,red,,,,,,,,,,,,,,,
12241,South Carolina,Colleton County,Donald Trump,REP,10440,TRUE,45029,SC,17958,19610,42.2,37568,52.19867973,32.86361553,-80.66689284,red,,,,,,,,,,,,,,,
12246,South Carolina,Darlington County,Donald Trump,REP,16832,TRUE,45031,SC,31693,35560,41.4,67253,52.87496469,34.33251449,-79.95771336,red,,,,,,,,,,,,,,,
12251,South Carolina,Dillon County,Donald Trump,REP,6582,TRUE,45033,SC,14567,16304,37.5,30871,52.81331994,34.39149489,-79.37892527,red,,,,,,,,,,,,,,,
12256,South Carolina,Dorchester County,Donald Trump,REP,41913,TRUE,45035,SC,75635,79839,36.5,155474,51.35199455,33.07931222,-80.40667286,red,,,,,,,,,,,,,,,
12261,South Carolina,Edgefield County,Donald Trump,REP,8184,TRUE,45037,SC,14363,12406,42.7,26769,46.3446524,33.77223475,-81.96643733,red,,,,,,,,,,,,,,,
12266,South Carolina,Fairfield County,Joe Biden,DEM,7382,TRUE,45039,SC,10854,11858,46.4,22712,52.21028531,34.39509797,-81.12123135,blue,,,,,,,,,,,,,,,
12271,South Carolina,Florence County,Donald Trump,REP,32615,TRUE,45041,SC,64599,73962,39,138561,53.37865633,34.02447935,-79.70295432,red,,,,,,,,,,,,,,,
12276,South Carolina,Georgetown County,Donald Trump,REP,20487,TRUE,45043,SC,29133,32472,49.2,61605,52.7100073,33.43429813,-79.33230241,red,,,,,,,,,,,,,,,
12281,South Carolina,Greenville County,Donald Trump,REP,150021,TRUE,45045,SC,241853,256549,38.1,498402,51.4743119,34.89436839,-82.37074306,red,,,,,,,,,,,,,,,
12286,South Carolina,Greenwood County,Donald Trump,REP,19431,TRUE,45047,SC,32553,37711,39.4,70264,53.6704429,34.15382164,-82.12592286,red,,,,,,,,,,,,,,,
12291,South Carolina,Hampton County,Joe Biden,DEM,5323,TRUE,45049,SC,10247,9560,39.7,19807,48.26576463,32.77629138,-81.1406948,blue,,,,,,,,,,,,,,,
12296,South Carolina,Horry County,Donald Trump,REP,118821,TRUE,45051,SC,155100,165815,45.2,320915,51.66944518,33.92151441,-78.99653996,red,,,,,,,,,,,,,,,
12301,South Carolina,Jasper County,Joe Biden,DEM,7185,TRUE,45053,SC,14070,13830,39.5,27900,49.56989247,32.43671968,-81.03151289,blue,,,,,,,,,,,,,,,
12306,South Carolina,Kershaw County,Donald Trump,REP,20471,TRUE,45055,SC,31261,33100,41.7,64361,51.42866021,34.33879136,-80.59021048,red,,,,,,,,,,,,,,,
12311,South Carolina,Lancaster County,Donald Trump,REP,30312,TRUE,45057,SC,43592,45954,42,89546,51.31887521,34.68669152,-80.70542557,red,,,,,,,,,,,,,,,
12316,South Carolina,Laurens County,Donald Trump,REP,20004,TRUE,45059,SC,32455,34255,41.1,66710,51.34912307,34.48356905,-82.00594608,red,,,,,,,,,,,,,,,
12321,South Carolina,Lee County,Joe Biden,DEM,5329,TRUE,45061,SC,9164,8442,41.9,17606,47.94956265,34.16332184,-80.25449509,blue,,,,,,,,,,,,,,,
12326,South Carolina,Lexington County,Donald Trump,REP,92817,TRUE,45063,SC,139495,146821,39,286316,51.27935568,33.90228761,-81.27218397,red,,,,,,,,,,,,,,,
12331,South Carolina,McCormick County,Donald Trump,REP,2958,TRUE,45065,SC,5334,4272,53.9,9606,44.47220487,33.89957688,-82.30987367,red,,,,,,,,,,,,,,,
12336,South Carolina,Marion County,Joe Biden,DEM,8872,TRUE,45067,SC,14655,16907,40.4,31562,53.56758127,34.08007952,-79.36249553,blue,,,,,,,,,,,,,,,
12341,South Carolina,Marlboro County,Joe Biden,DEM,6290,TRUE,45069,SC,14236,12895,40.3,27131,47.52865726,34.60198441,-79.67861829,blue,,,,,,,,,,,,,,,
12346,South Carolina,Newberry County,Donald Trump,REP,11443,TRUE,45071,SC,18536,19532,41.5,38068,51.30818535,34.28981464,-81.60013226,red,,,,,,,,,,,,,,,
12351,South Carolina,Oconee County,Donald Trump,REP,29698,TRUE,45073,SC,37801,38895,45.3,76696,50.71320538,34.75343468,-83.06580537,red,,,,,,,,,,,,,,,
12356,South Carolina,Orangeburg County,Joe Biden,DEM,27295,TRUE,45075,SC,41524,46930,39.6,88454,53.05582563,33.43899661,-80.80029802,blue,,,,,,,,,,,,,,,
12361,South Carolina,Pickens County,Donald Trump,REP,42907,TRUE,45077,SC,61190,61556,36.2,122746,50.14908836,34.88730959,-82.725238,red,,,,,,,,,,,,,,,
12366,South Carolina,Richland County,Joe Biden,DEM,132570,TRUE,45079,SC,197835,210428,33.2,408263,51.54226565,34.02184955,-80.90309595,blue,,,,,,,,,,,,,,,
12371,South Carolina,Saluda County,Donald Trump,REP,6210,TRUE,45081,SC,10200,10099,41.9,20299,49.75121927,34.00609577,-81.72689929,red,,,,,,,,,,,,,,,
12376,South Carolina,Spartanburg County,Donald Trump,REP,93560,TRUE,45083,SC,146535,155660,38.2,302195,51.50978673,34.93124008,-81.99081999,red,,,,,,,,,,,,,,,
12381,South Carolina,Sumter County,Joe Biden,DEM,27379,TRUE,45085,SC,51474,55521,36.3,106995,51.89120987,33.91620014,-80.38225564,blue,,,,,,,,,,,,,,,
12386,South Carolina,Union County,Donald Trump,REP,8183,TRUE,45087,SC,13228,14416,43.8,27644,52.14874837,34.68927423,-81.61940847,red,,,,,,,,,,,,,,,
12391,South Carolina,Williamsburg County,Joe Biden,DEM,10289,TRUE,45089,SC,15307,16487,42.1,31794,51.85569604,33.61991094,-79.72772085,blue,,,,,,,,,,,,,,,
12396,South Carolina,York County,Donald Trump,REP,82727,TRUE,45091,SC,124828,133813,38.5,258641,51.73696359,34.97473318,-81.18437069,red,,,,,,,,,,,,,,,
12401,South Dakota,Aurora County,Donald Trump,REP,1052,TRUE,46003,SD,1448,1311,38.3,2759,47.51721638,43.71801281,-98.56154178,red,,,,,,,,,,,,,,,
12404,South Dakota,Beadle County,Donald Trump,REP,4808,TRUE,46005,SD,9460,8914,37.3,18374,48.51420485,44.41447696,-98.27811793,red,,,,,,,,,,,,,,,
12407,South Dakota,Bennett County,Donald Trump,REP,694,TRUE,46007,SD,1620,1817,29,3437,52.8658714,43.19499086,-101.6640257,red,,,,,,,,,,,,,,,
12410,South Dakota,Bon Homme County,Donald Trump,REP,2235,TRUE,46009,SD,4071,2898,42.8,6969,41.58415842,42.98846678,-97.8846206,red,,,,,,,,,,,,,,,
12413,South Dakota,Brookings County,Donald Trump,REP,8000,TRUE,46011,SD,17538,16701,26.7,34239,48.77770963,44.3696625,-96.79043335,red,,,,,,,,,,,,,,,
12416,South Dakota,Brown County,Donald Trump,REP,10580,TRUE,46013,SD,19060,19780,36.9,38840,50.92687951,45.58979072,-98.35159798,red,,,,,,,,,,,,,,,
12419,South Dakota,Brule County,Donald Trump,REP,1750,TRUE,46015,SD,2598,2658,41,5256,50.57077626,43.71807395,-99.08093329,red,,,,,,,,,,,,,,,
12422,South Dakota,Buffalo County,Joe Biden,DEM,352,TRUE,46017,SD,1018,1035,25.8,2053,50.41402825,44.07628784,-99.20483202,blue,,,,,,,,,,,,,,,
12425,South Dakota,Butte County,Donald Trump,REP,3731,TRUE,46019,SD,5083,5094,40.5,10177,50.05404343,44.90577208,-103.5079283,red,,,,,,,,,,,,,,,
12428,South Dakota,Campbell County,Donald Trump,REP,747,TRUE,46021,SD,753,682,51.3,1435,47.5261324,45.77117219,-100.051612,red,,,,,,,,,,,,,,,
12431,South Dakota,Charles Mix County,Donald Trump,REP,2552,TRUE,46023,SD,4693,4651,35.9,9344,49.77525685,43.20792553,-98.58790664,red,,,,,,,,,,,,,,,
12434,South Dakota,Clark County,Donald Trump,REP,1373,TRUE,46025,SD,1876,1797,41.3,3673,48.92458481,44.85824066,-97.72950099,red,,,,,,,,,,,,,,,
12437,South Dakota,Clay County,Joe Biden,DEM,3083,TRUE,46027,SD,6879,7046,25,13925,50.59964093,42.91468168,-96.97564574,blue,,,,,,,,,,,,,,,
12440,South Dakota,Codington County,Donald Trump,REP,8958,TRUE,46029,SD,14080,13913,38.8,27993,49.70171114,44.97785073,-97.18862734,red,,,,,,,,,,,,,,,
12443,South Dakota,Corson County,Donald Trump,REP,647,TRUE,46031,SD,2113,2055,28.7,4168,49.30422265,45.7086088,-101.1969078,red,,,,,,,,,,,,,,,
12446,South Dakota,Custer County,Donald Trump,REP,3852,TRUE,46033,SD,4286,4287,54.3,8573,50.00583226,43.67763221,-103.4515328,red,,,,,,,,,,,,,,,
12449,South Dakota,Davison County,Donald Trump,REP,5613,TRUE,46035,SD,9963,9938,38.8,19901,49.93718909,43.67472434,-98.14595065,red,,,,,,,,,,,,,,,
12452,South Dakota,Day County,Donald Trump,REP,1869,TRUE,46037,SD,2857,2649,48,5506,48.11115147,45.36714609,-97.60742179,red,,,,,,,,,,,,,,,
12455,South Dakota,Deuel County,Donald Trump,REP,1699,TRUE,46039,SD,2255,2051,44.4,4306,47.63121226,44.76004316,-96.66801057,red,,,,,,,,,,,,,,,
12458,South Dakota,Dewey County,Joe Biden,DEM,1131,TRUE,46041,SD,2869,2910,27.8,5779,50.35473265,45.15663919,-100.8718417,blue,,,,,,,,,,,,,,,
12461,South Dakota,Douglas County,Donald Trump,REP,1468,TRUE,46043,SD,1417,1513,47.3,2930,51.63822526,43.38691872,-98.36607792,red,,,,,,,,,,,,,,,
12464,South Dakota,Edmunds County,Donald Trump,REP,1538,TRUE,46045,SD,2008,1932,43.1,3940,49.03553299,45.41878905,-99.21532081,red,,,,,,,,,,,,,,,
12467,South Dakota,Fall River County,Donald Trump,REP,2878,TRUE,46047,SD,3404,3370,51.3,6774,49.74904045,43.23937412,-103.5275291,red,,,,,,,,,,,,,,,
12470,South Dakota,Faulk County,Donald Trump,REP,964,TRUE,46049,SD,1165,1157,48.1,2322,49.82773471,45.0710147,-99.14528617,red,,,,,,,,,,,,,,,
12473,South Dakota,Grant County,Donald Trump,REP,2618,TRUE,46051,SD,3756,3461,43.5,7217,47.95621449,45.17192593,-96.7676823,red,,,,,,,,,,,,,,,
12476,South Dakota,Gregory County,Donald Trump,REP,1771,TRUE,46053,SD,2144,2057,45.5,4201,48.96453225,43.19241631,-99.18561069,red,,,,,,,,,,,,,,,
12479,South Dakota,Haakon County,Donald Trump,REP,1026,TRUE,46055,SD,1012,1070,46.5,2082,51.39289145,44.29444173,-101.5399252,red,,,,,,,,,,,,,,,
12482,South Dakota,Hamlin County,Donald Trump,REP,2372,TRUE,46057,SD,3091,2909,35.2,6000,48.48333333,44.67376049,-97.18831893,red,,,,,,,,,,,,,,,
12485,South Dakota,Hand County,Donald Trump,REP,1433,TRUE,46059,SD,1674,1627,47.3,3301,49.28809452,44.54777521,-99.00492864,red,,,,,,,,,,,,,,,
12488,South Dakota,Hanson County,Donald Trump,REP,1793,TRUE,46061,SD,1709,1688,36.3,3397,49.69090374,43.67481695,-97.78728453,red,,,,,,,,,,,,,,,
12491,South Dakota,Harding County,Donald Trump,REP,748,TRUE,46063,SD,695,616,42.7,1311,46.9870328,45.58032483,-103.4958361,red,,,,,,,,,,,,,,,
12494,South Dakota,Hughes County,Donald Trump,REP,5522,TRUE,46065,SD,8610,9007,38,17617,51.12675257,44.38901942,-99.99600978,red,,,,,,,,,,,,,,,
12497,South Dakota,Hutchinson County,Donald Trump,REP,2944,TRUE,46067,SD,3605,3710,43.8,7315,50.71770335,43.33486552,-97.75442347,red,,,,,,,,,,,,,,,
12500,South Dakota,Hyde County,Donald Trump,REP,564,TRUE,46069,SD,666,665,51,1331,49.96243426,44.54730052,-99.48705852,red,,,,,,,,,,,,,,,
12503,South Dakota,Jackson County,Donald Trump,REP,738,TRUE,46071,SD,1611,1676,30.6,3287,50.98874354,43.69425598,-101.6281301,red,,,,,,,,,,,,,,,
12506,South Dakota,Jerauld County,Donald Trump,REP,721,TRUE,46073,SD,996,1033,50.6,2029,50.9117792,44.0663338,-98.62965784,red,,,,,,,,,,,,,,,
12509,South Dakota,Jones County,Donald Trump,REP,498,TRUE,46075,SD,364,371,55.9,735,50.47619048,43.96059288,-100.6897133,red,,,,,,,,,,,,,,,
12512,South Dakota,Kingsbury County,Donald Trump,REP,1904,TRUE,46077,SD,2537,2430,45.6,4967,48.92289108,44.3695974,-97.49150301,red,,,,,,,,,,,,,,,
12515,South Dakota,Lake County,Donald Trump,REP,3681,TRUE,46079,SD,6569,6005,43.2,12574,47.75727692,44.02205748,-97.12935741,red,,,,,,,,,,,,,,,
12518,South Dakota,Lawrence County,Donald Trump,REP,8753,TRUE,46081,SD,12595,12639,41.9,25234,50.08718396,44.35863267,-103.7922879,red,,,,,,,,,,,,,,,
12521,South Dakota,Lincoln County,Donald Trump,REP,19617,TRUE,46083,SD,27152,27762,34.6,54914,50.55541392,43.27892778,-96.72176974,red,,,,,,,,,,,,,,,
12524,South Dakota,Lyman County,Donald Trump,REP,1042,TRUE,46085,SD,2017,1852,36,3869,47.86766606,43.89582568,-99.84737284,red,,,,,,,,,,,,,,,
12527,South Dakota,McCook County,Donald Trump,REP,2068,TRUE,46087,SD,2771,2740,40,5511,49.71874433,43.67429949,-97.36844463,red,,,,,,,,,,,,,,,
12530,South Dakota,McPherson County,Donald Trump,REP,1075,TRUE,46089,SD,1192,1172,50,2364,49.57698816,45.76640479,-99.22140805,red,,,,,,,,,,,,,,,
12533,South Dakota,Marshall County,Donald Trump,REP,1287,TRUE,46091,SD,2527,2368,39.7,4895,48.37589377,45.75855963,-97.59864244,red,,,,,,,,,,,,,,,
12536,South Dakota,Meade County,Donald Trump,REP,9875,TRUE,46093,SD,14349,13075,36.2,27424,47.67721704,44.56681435,-102.7168461,red,,,,,,,,,,,,,,,
12539,South Dakota,Mellette County,Donald Trump,REP,449,TRUE,46095,SD,1026,1029,33,2055,50.0729927,43.58125835,-100.7599813,red,,,,,,,,,,,,,,,
12542,South Dakota,Miner County,Donald Trump,REP,787,TRUE,46097,SD,1152,1077,44.1,2229,48.31763122,44.02195241,-97.61019617,red,,,,,,,,,,,,,,,
12545,South Dakota,Minnehaha County,Donald Trump,REP,49249,TRUE,46099,SD,94085,92664,34.7,186749,49.61954281,43.67415648,-96.79147194,red,,,,,,,,,,,,,,,
12548,South Dakota,Moody County,Donald Trump,REP,1951,TRUE,46101,SD,3302,3204,40.4,6506,49.24684906,44.02196926,-96.67088888,red,,,,,,,,,,,,,,,
12551,South Dakota,Oglala Lakota County,Joe Biden,DEM,2829,TRUE,46102,SD,6989,7346,25.3,14335,51.24520405,43.33554852,-102.5516433,blue,,,,,,,,,,,,,,,
12554,South Dakota,Pennington County,Donald Trump,REP,35063,TRUE,46103,SD,54990,54304,38.6,109294,49.68616758,44.00373191,-102.823802,red,,,,,,,,,,,,,,,
12557,South Dakota,Perkins County,Donald Trump,REP,1401,TRUE,46105,SD,1474,1433,47,2907,49.29480564,45.49046757,-102.4756931,red,,,,,,,,,,,,,,,
12560,South Dakota,Potter County,Donald Trump,REP,1139,TRUE,46107,SD,1179,1147,51.3,2326,49.31212382,45.06451379,-99.95722927,red,,,,,,,,,,,,,,,
12563,South Dakota,Roberts County,Donald Trump,REP,2404,TRUE,46109,SD,5290,4995,38.5,10285,48.56587263,45.62956821,-96.94609796,red,,,,,,,,,,,,,,,
12566,South Dakota,Sanborn County,Donald Trump,REP,905,TRUE,46111,SD,1233,1155,43.1,2388,48.36683417,44.02341733,-98.09134329,red,,,,,,,,,,,,,,,
12569,South Dakota,Spink County,Donald Trump,REP,2104,TRUE,46115,SD,3280,3263,43.3,6543,49.87009017,44.9380237,-98.34620254,red,,,,,,,,,,,,,,,
12572,South Dakota,Stanley County,Donald Trump,REP,1203,TRUE,46117,SD,1549,1448,41.2,2997,48.31498165,44.41230092,-100.7359085,red,,,,,,,,,,,,,,,
12575,South Dakota,Sully County,Donald Trump,REP,726,TRUE,46119,SD,698,633,45.5,1331,47.5582269,44.71556957,-100.1322321,red,,,,,,,,,,,,,,,
12578,South Dakota,Todd County,Joe Biden,DEM,1963,TRUE,46121,SD,4979,5167,24.3,10146,50.92647349,43.19338499,-100.7184504,blue,,,,,,,,,,,,,,,
12581,South Dakota,Tripp County,Donald Trump,REP,2161,TRUE,46123,SD,2719,2749,46.4,5468,50.27432334,43.34593249,-99.8839593,red,,,,,,,,,,,,,,,
12584,South Dakota,Turner County,Donald Trump,REP,3290,TRUE,46125,SD,4138,4126,43,8264,49.92739593,43.31089408,-97.14867177,red,,,,,,,,,,,,,,,
12587,South Dakota,Union County,Donald Trump,REP,5944,TRUE,46127,SD,7693,7484,40.6,15177,49.31145813,42.83257501,-96.65602662,red,,,,,,,,,,,,,,,
12590,South Dakota,Walworth County,Donald Trump,REP,1966,TRUE,46129,SD,2726,2784,43,5510,50.52631579,45.42994288,-100.0315351,red,,,,,,,,,,,,,,,
12593,South Dakota,Yankton County,Donald Trump,REP,6581,TRUE,46135,SD,11705,11012,41.8,22717,48.47471057,43.00897405,-97.39476434,red,,,,,,,,,,,,,,,
12596,South Dakota,Ziebach County,Joe Biden,DEM,481,TRUE,46137,SD,1398,1416,31.6,2814,50.31982942,44.9804141,-101.6657997,blue,,,,,,,,,,,,,,,
12599,Tennessee,Anderson County,Donald Trump,REP,23184,TRUE,47001,TN,36904,38871,43.3,75775,51.29792148,36.11845321,-84.19845817,red,,,,,,,,,,,,,,,
12609,Tennessee,Bedford County,Donald Trump,REP,14354,TRUE,47003,TN,23409,24149,37.5,47558,50.77799739,35.51380346,-86.45888636,red,,,,,,,,,,,,,,,
12619,Tennessee,Benton County,Donald Trump,REP,5668,TRUE,47005,TN,7887,8225,47.4,16112,51.04890765,36.0697893,-88.068305,red,,,,,,,,,,,,,,,
12629,Tennessee,Bledsoe County,Donald Trump,REP,4725,TRUE,47007,TN,8517,6085,44.5,14602,41.67237365,35.59640888,-85.20516156,red,,,,,,,,,,,,,,,
12639,Tennessee,Blount County,Donald Trump,REP,47369,TRUE,47009,TN,62290,66153,43.4,128443,51.50377989,35.68721821,-83.92551694,red,,,,,,,,,,,,,,,
12649,Tennessee,Bradley County,Donald Trump,REP,35204,TRUE,47011,TN,50905,53652,39.5,104557,51.31363754,35.15411015,-84.85959765,red,,,,,,,,,,,,,,,
12659,Tennessee,Campbell County,Donald Trump,REP,12331,TRUE,47013,TN,19306,20381,43.8,39687,51.35434777,36.40352623,-84.14940468,red,,,,,,,,,,,,,,,
12669,Tennessee,Cannon County,Donald Trump,REP,5190,TRUE,47015,TN,6899,7077,42,13976,50.63680595,35.8086705,-86.06173582,red,,,,,,,,,,,,,,,
12679,Tennessee,Carroll County,Donald Trump,REP,9205,TRUE,47017,TN,13692,14326,42.9,28018,51.13141552,35.97315669,-88.45027575,red,,,,,,,,,,,,,,,
12689,Tennessee,Carter County,Donald Trump,REP,19584,TRUE,47019,TN,27618,28773,44.9,56391,51.02409959,36.29276311,-82.12747504,red,,,,,,,,,,,,,,,
12699,Tennessee,Cheatham County,Donald Trump,REP,14438,TRUE,47021,TN,19817,20112,40.4,39929,50.3694057,36.26112827,-87.08674199,red,,,,,,,,,,,,,,,
12709,Tennessee,Chester County,Donald Trump,REP,5952,TRUE,47023,TN,8207,8943,37.5,17150,52.14577259,35.42175442,-88.61345399,red,,,,,,,,,,,,,,,
12719,Tennessee,Claiborne County,Donald Trump,REP,10604,TRUE,47025,TN,15361,16252,43,31613,51.40923038,36.4858577,-83.66041903,red,,,,,,,,,,,,,,,
12729,Tennessee,Clay County,Donald Trump,REP,2733,TRUE,47027,TN,3771,3915,48.8,7686,50.93676815,36.55114004,-85.54391543,red,,,,,,,,,,,,,,,
12739,Tennessee,Cocke County,Donald Trump,REP,12162,TRUE,47029,TN,17105,18231,44.9,35336,51.59327598,35.9254348,-83.12118725,red,,,,,,,,,,,,,,,
12749,Tennessee,Coffee County,Donald Trump,REP,17883,TRUE,47031,TN,26640,27891,40.1,54531,51.14705397,35.49061692,-86.07475201,red,,,,,,,,,,,,,,,
12759,Tennessee,Crockett County,Donald Trump,REP,4673,TRUE,47033,TN,6907,7592,40.4,14499,52.36223188,35.81353438,-89.13950383,red,,,,,,,,,,,,,,,
12769,Tennessee,Cumberland County,Donald Trump,REP,25168,TRUE,47035,TN,28746,29888,50.7,58634,50.97383771,35.9503717,-84.99836908,red,,,,,,,,,,,,,,,
12779,Tennessee,Davidson County,Joe Biden,DEM,199703,TRUE,47037,TN,329948,354069,34.3,684017,51.76318717,36.16953536,-86.78479193,blue,,,,,,,,,,,,,,,
12789,Tennessee,Decatur County,Donald Trump,REP,4229,TRUE,47039,TN,5788,5895,45.8,11683,50.45793033,35.60304809,-88.10879294,red,,,,,,,,,,,,,,,
12799,Tennessee,DeKalb County,Donald Trump,REP,6672,TRUE,47041,TN,9750,9851,41.2,19601,50.25763992,35.97985395,-85.83277649,red,,,,,,,,,,,,,,,
12809,Tennessee,Dickson County,Donald Trump,REP,17643,TRUE,47043,TN,25458,26530,39.4,51988,51.03100716,36.14903546,-87.35666317,red,,,,,,,,,,,,,,,
12819,Tennessee,Dyer County,Donald Trump,REP,11768,TRUE,47045,TN,18157,19419,40.1,37576,51.67926336,36.05905083,-89.4137728,red,,,,,,,,,,,,,,,
12829,Tennessee,Fayette County,Donald Trump,REP,15690,TRUE,47047,TN,19510,20182,45.4,39692,50.84651819,35.19711031,-89.4143725,red,,,,,,,,,,,,,,,
