,_year,_state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,_mode,candidatevotes,totalvotes,unofficial,_version,party_simplified,Results
2166,2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,796,1781139,False,20210114,OTHER,0
2167,2006,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BENJAMIN L. CARDIN,DEMOCRAT,False,total,965477,1781139,False,20210114,DEMOCRAT,1
2568,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,ERIC WARGOTZ,REPUBLICAN,False,total,655666,1833858,False,20210114,REPUBLICAN,0
2569,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,80,1833858,False,20210114,OTHER,0
2570,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,KENNISS HENRY,GREEN,False,total,20717,1833858,False,20210114,OTHER,0
2571,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,RICHARD SHAWVER,CONSTITUTION,False,total,14746,1833858,False,20210114,OTHER,0
2572,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,6,1833858,False,20210114,OTHER,0
2573,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,"JAMES T. LYNCH, JR.",DEMOCRAT,True,total,84,1833858,False,20210114,DEMOCRAT,0
2574,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,14,1833858,False,20210114,OTHER,0
2575,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,1644,1833858,False,20210114,OTHER,0
2576,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,110,1833858,False,20210114,OTHER,0
2577,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BARBARA MIKULSKI,DEMOCRAT,False,total,1140531,1833858,False,20210114,DEMOCRAT,1
2578,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,204,1833858,False,20210114,OTHER,0
2579,2010,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,56,1833858,False,20210114,OTHER,0
2717,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BENJAMIN L. CARDIN,DEMOCRAT,False,total,1474028,2633234,False,20210114,DEMOCRAT,1
2718,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,151,2633234,False,20210114,OTHER,0
2719,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,2346,2633234,False,20210114,OTHER,0
2720,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,DANIEL JOHN BONGINO,REPUBLICAN,False,total,693291,2633234,False,20210114,REPUBLICAN,0
2721,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,S. ROB SOBHANI,NONE,False,total,430934,2633234,False,20210114,OTHER,0
2722,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,163,2633234,False,20210114,OTHER,0
2723,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,48,2633234,False,20210114,OTHER,0
2724,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,21,2633234,False,20210114,OTHER,0
2725,2012,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,DEAN AHMAD,LIBERTARIAN,False,total,32252,2633234,False,20210114,LIBERTARIAN,0
3167,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,CHRIS VAN HOLLEN,DEMOCRAT,False,total,1659907,2726170,False,20210114,DEMOCRAT,1
3168,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,MARGARET FLOWERS,GREEN,False,total,89970,2726170,False,20210114,OTHER,0
3169,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,77,2726170,False,20210114,OTHER,0
3170,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,7,2726170,False,20210114,OTHER,0
3171,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,242,2726170,False,20210114,OTHER,0
3172,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,138,2726170,False,20210114,OTHER,0
3173,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,15,2726170,False,20210114,OTHER,0
3174,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,26,2726170,False,20210114,OTHER,0
3175,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,3231,2726170,False,20210114,OTHER,0
3176,2016,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,KATHY SZELIGA,REPUBLICAN,False,total,972557,2726170,False,20210114,REPUBLICAN,0
3298,2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,TONY CAMPBELL,REPUBLICAN,False,total,697017,2299889,False,20210114,REPUBLICAN,0
3299,2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,BEN CARDIN,DEMOCRAT,False,total,1491614,2299889,False,20210114,DEMOCRAT,1
3300,2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,ARVIN VOHRA,LIBERTARIAN,False,total,22943,2299889,False,20210114,LIBERTARIAN,0
3301,2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,NEAL SIMON,UNAFFILIATED,False,total,85964,2299889,False,20210114,OTHER,0
3302,2018,MARYLAND,MD,24,52,52,US SENATE,statewide,gen,False,,,True,total,2351,2299889,False,20210114,OTHER,0
36,1976,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,CAROL HENDERSON EVANS,SOCIALIST WORKERS,False,total,26283,2491255,False,20210114,OTHER,0
37,1976,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SCATTER,,False,total,157,2491255,False,20210114,OTHER,0
38,1976,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,MICHAEL S. ROBERTSON,REPUBLICAN,False,total,722641,2491255,False,20210114,REPUBLICAN,0
39,1976,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,H. GRAHAM LOWRY,U.S. LABOR,False,total,15517,2491255,False,20210114,OTHER,0
40,1976,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1726657,2491255,False,20210114,DEMOCRAT,1
192,1978,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,1833,1985700,False,20210114,OTHER,0
193,1978,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,PAUL E. TSONGAS,DEMOCRAT,False,total,1093283,1985700,False,20210114,DEMOCRAT,1
194,1978,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD W. BROOKE,REPUBLICAN,False,total,890584,1985700,False,20210114,REPUBLICAN,0
435,1982,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,HOWARD S. KATZ,LIBERTARIAN,False,total,18878,2050769,False,20210114,LIBERTARIAN,0
436,1982,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,RAY SHAMIE,REPUBLICAN,False,total,784602,2050769,False,20210114,REPUBLICAN,0
437,1982,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,,,True,total,205,2050769,False,20210114,OTHER,0
438,1982,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1247084,2050769,False,20210114,DEMOCRAT,1
579,1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,408,2530471,False,20210114,OTHER,0
580,1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1393150,2530471,False,20210114,DEMOCRAT,1
581,1984,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,RAYMOND SHAMIE,REPUBLICAN,False,total,1136913,2530471,False,20210114,REPUBLICAN,0
803,1988,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,FREDA LEE NASON,LIBERTARIAN,False,total,13199,2606225,False,20210114,LIBERTARIAN,0
804,1988,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,207,2606225,False,20210114,OTHER,0
805,1988,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1693344,2606225,False,20210114,DEMOCRAT,1
806,1988,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOSEPH D. MALONE,REPUBLICAN,False,total,884267,2606225,False,20210114,REPUBLICAN,0
807,1988,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,MARY FRIDLEY,NEW ALLIANCE,False,total,15208,2606225,False,20210114,OTHER,0
937,1990,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1321712,2424579,False,20210114,DEMOCRAT,1
938,1990,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JIM RAPPAPORT,REPUBLICAN,False,total,992917,2424579,False,20210114,REPUBLICAN,0
939,1990,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,109950,2424579,False,20210114,OTHER,0
1202,1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,LAURALEIGH DOZIER,LIBERTARIAN,False,total,14484,2179945,False,20210114,LIBERTARIAN,0
1203,1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,W. MITT ROMNEY,REPUBLICAN,False,total,894000,2179945,False,20210114,REPUBLICAN,0
1204,1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,"WILLIAM A. FERGUSON, JR.",LAROUCHE WAS RIGHT,False,total,4776,2179945,False,20210114,OTHER,0
1205,1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,688,2179945,False,20210114,OTHER,0
1206,1994,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1265997,2179945,False,20210114,DEMOCRAT,1
1384,1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1334135,2555942,False,20210114,DEMOCRAT,1
1385,1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,ROBERT C. STOWE,NATURAL LAW,False,total,7169,2555942,False,20210114,OTHER,0
1386,1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SUSAN C. GALLAGHER,CONSERVATIVE,False,total,70007,2555942,False,20210114,OTHER,0
1387,1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,WILLIAM F. WELD,REPUBLICAN,False,total,1143120,2555942,False,20210114,REPUBLICAN,0
1388,1996,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,1511,2555942,False,20210114,OTHER,0
1679,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,PHILIP F. LAWLER,CONSTITUTION,False,total,42113,2734048,False,20210114,OTHER,0
1680,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,CARLA A. HOWELL,LIBERTARIAN,False,total,308860,2734048,False,20210114,LIBERTARIAN,0
1681,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,PHILIP HYDE III,TIMESIZING NOT DOWNSIZING,False,total,8452,2734048,False,20210114,OTHER,0
1682,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,134586,2734048,False,20210114,OTHER,0
1683,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,,,True,total,42,2734048,False,20210114,OTHER,0
1684,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1889494,2734048,False,20210114,DEMOCRAT,1
1685,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,DALE E. FRIEDGEN,UNENROLLED,False,total,13687,2734048,False,20210114,OTHER,0
1686,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,2473,2734048,False,20210114,OTHER,0
1687,2000,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JACK E. ROBINSON III,REPUBLICAN,False,total,334341,2734048,False,20210114,REPUBLICAN,0
1869,2002,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,6077,2220301,False,20210114,OTHER,0
1870,2002,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,,,True,total,24898,2220301,False,20210114,OTHER,0
1871,2002,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,MICHAEL E. CLOUD,LIBERTARIAN,False,total,369807,2220301,False,20210114,LIBERTARIAN,0
1872,2002,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,213543,2220301,False,20210114,OTHER,0
1873,2002,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1605976,2220301,False,20210114,DEMOCRAT,1
2168,2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD M. KENNEDY,DEMOCRAT,False,total,1500738,2243835,False,20210114,DEMOCRAT,1
2169,2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,78345,2243835,False,20210114,OTHER,0
2170,2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,3220,2243835,False,20210114,OTHER,0
2171,2006,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,KENNETH G. CHASE,REPUBLICAN,False,total,661532,2243835,False,20210114,REPUBLICAN,0
2340,2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,108748,3102995,False,20210114,OTHER,0
2341,2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JOHN F. KERRY,DEMOCRAT,False,total,1971974,3102995,False,20210114,DEMOCRAT,1
2342,2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,2516,3102995,False,20210114,OTHER,0
2343,2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,ROBERT J. UNDERWOOD,LIBERTARIAN,False,total,93713,3102995,False,20210114,LIBERTARIAN,0
2344,2008,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,JEFFREY K. BEATTY,REPUBLICAN,False,total,926044,3102995,False,20210114,REPUBLICAN,0
2726,2012,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE/SCATTERING,,False,total,27643,3184196,False,20210114,OTHER,0
2727,2012,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SCOTT P. BROWN,REPUBLICAN,False,total,1458048,3184196,False,20210114,REPUBLICAN,0
2728,2012,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,ELIZABETH A. WARREN,DEMOCRAT,False,total,1696346,3184196,False,20210114,DEMOCRAT,1
2729,2012,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,2159,3184196,False,20210114,OTHER,0
2932,2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BRIAN J. HERR,REPUBLICAN,False,total,791950,2186789,False,20210114,REPUBLICAN,0
2933,2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTE,,False,total,101817,2186789,False,20210114,OTHER,0
2934,2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHER,,False,total,3072,2186789,False,20210114,OTHER,0
2935,2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,,,True,total,6,2186789,False,20210114,OTHER,0
2936,2014,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD J. MARKEY,DEMOCRAT,False,total,1289944,2186789,False,20210114,DEMOCRAT,1
3303,2018,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,ELIZABETH A. WARREN,DEMOCRAT,False,total,1633371,2707090,False,20210114,DEMOCRAT,1
3304,2018,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,GEOFF DIEHL,REPUBLICAN,False,total,979210,2707090,False,20210114,REPUBLICAN,0
3305,2018,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SHIVA AYYADURAI,UNENROLLED,False,total,91710,2707090,False,20210114,OTHER,0
3306,2018,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,OTHERS,,False,total,2799,2707090,False,20210114,OTHER,0
3535,2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,EDWARD J. MARKEY,DEMOCRAT,False,total,2357809,3658005,False,20210114,DEMOCRAT,1
3536,2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,KEVIN J. O'CONNER,REPUBLICAN,False,total,1177765,3658005,False,20210114,REPUBLICAN,0
3537,2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,SHIVA AYYADURAI,,False,total,21134,3658005,False,20210114,OTHER,0
3538,2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,,,True,total,7428,3658005,False,20210114,OTHER,0
3539,2020,MASSACHUSETTS,MA,25,14,3,US SENATE,statewide,gen,False,BLANK VOTES,,False,total,93869,3658005,False,20210114,OTHER,0
41,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,BETTE JANE ERWIN,LIBERTARIAN,False,total,8842,3490412,False,20210114,LIBERTARIAN,0
42,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,THEODORE G. ALBERT,HUMAN RIGHTS,False,total,7281,3490412,False,20210114,OTHER,0
43,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MARVIN L. ESCH,REPUBLICAN,False,total,1635087,3490412,False,20210114,REPUBLICAN,0
44,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,"DONALD W. RIEGLE, JR.",DEMOCRAT,False,total,1831031,3490412,False,20210114,DEMOCRAT,1
45,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,FRANK GIRARD,SOCIALIST LABOR,False,total,2554,3490412,False,20210114,OTHER,0
46,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,PAULA L. REIMERS,SOCIALIST WORKERS,False,total,3399,3490412,False,20210114,OTHER,0
47,1976,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,PETER A. SIGNORELLI,U.S. LABOR,False,total,2218,3490412,False,20210114,OTHER,0
195,1978,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1484193,2846630,False,20210114,DEMOCRAT,1
196,1978,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,ROBERT P. GRIFFIN,REPUBLICAN,False,total,1362165,2846630,False,20210114,REPUBLICAN,0
197,1978,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SCATTER,,False,total,272,2846630,False,20210114,OTHER,0
439,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,"DONALD W. RIEGLE, JR.",DEMOCRAT,False,total,1728793,2994334,False,20210114,DEMOCRAT,1
440,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,STEVE BEUMER,SOCIALIST WORKERS,False,total,4335,2994334,False,20210114,OTHER,0
441,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,HELEN HALYARD,WORKERS LEAGUE,False,total,6085,2994334,False,20210114,OTHER,0
442,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,42,2994334,False,20210114,OTHER,0
443,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,DANIEL ELLER,AMERICAN INDEPENDENT,False,total,12660,2994334,False,20210114,OTHER,0
444,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,PHILIP E. RUPPE,REPUBLICAN,False,total,1223288,2994334,False,20210114,REPUBLICAN,0
445,1982,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,BETTE ERWIN,LIBERTARIAN,False,total,19131,2994334,False,20210114,LIBERTARIAN,0
582,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,LYNN JOHNSTON,LIBERTARIAN,False,total,7786,3700938,False,20210114,LIBERTARIAN,0
583,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MAX DEAN,INDEPENDENT,False,total,2135,3700938,False,20210114,OTHER,0
584,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,ARTHUR RICHARD TISCH,TISCH INDEPENDENT CITIZENS,False,total,22882,3700938,False,20210114,OTHER,0
585,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,OTHER,,False,total,23,3700938,False,20210114,OTHER,0
586,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1915831,3700938,False,20210114,DEMOCRAT,1
587,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SAMUEL L. WEBB,COMMUNIST,False,total,1196,3700938,False,20210114,OTHER,0
588,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,WILLIAM ROUNDTREE,WORKERS WORLD,False,total,2279,3700938,False,20210114,OTHER,0
589,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,HELEN MEYERS,SOCIALIST WORKERS,False,total,2686,3700938,False,20210114,OTHER,0
590,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,FRED MAZELIS,WORKERS LEAGUE,False,total,818,3700938,False,20210114,OTHER,0
591,1984,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JACK LOUSMA,REPUBLICAN,False,total,1745302,3700938,False,20210114,REPUBLICAN,0
808,1988,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,OTHER,,False,total,4877,3505985,False,20210114,OTHER,0
809,1988,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,DICK M. JACOBS,LIBERTARIAN,False,total,27116,3505985,False,20210114,LIBERTARIAN,0
810,1988,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JIM DUNN,REPUBLICAN,False,total,1348219,3505985,False,20210114,REPUBLICAN,0
811,1988,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SALLY BIER,WORKERS AGAINST CONCESSIONS,False,total,8908,3505985,False,20210114,OTHER,0
812,1988,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,"DONALD W. RIEGLE, JR.",DEMOCRAT,False,total,2116865,3505985,False,20210114,DEMOCRAT,1
940,1990,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SUSAN FARQUHAR,WORKERS WORLD,False,total,32796,2560494,False,20210114,OTHER,0
941,1990,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1471753,2560494,False,20210114,DEMOCRAT,1
942,1990,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,250,2560494,False,20210114,OTHER,0
943,1990,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,BILL SCHUETTE,REPUBLICAN,False,total,1055695,2560494,False,20210114,REPUBLICAN,0
1207,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JON COON,LIBERTARIAN,False,total,128393,3043385,False,20210114,LIBERTARIAN,0
1208,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SPENCER ABRAHAM,REPUBLICAN,False,total,1578770,3043385,False,20210114,REPUBLICAN,1
1209,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,WILLIAM ROUNDTREE,WORKERS WORLD,False,total,20010,3043385,False,20210114,OTHER,0
1210,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CHRIS WEGE,NATURAL LAW,False,total,14746,3043385,False,20210114,OTHER,0
1211,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SCATTER,,False,total,506,3043385,False,20210114,OTHER,0
1212,1994,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,BOBB CARR,DEMOCRAT,False,total,1300960,3043385,False,20210114,DEMOCRAT,0
1389,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,,,True,total,304,3762575,False,20210114,OTHER,0
1390,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JOSEPH S. MATTINGLY,NATURAL LAW,False,total,11306,3762575,False,20210114,OTHER,0
1391,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,KENNETH L. PROCTOR,LIBERTARIAN,False,total,36911,3762575,False,20210114,LIBERTARIAN,0
1392,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,2195738,3762575,False,20210114,DEMOCRAT,1
1393,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,WILLIAM ROUNDTREE,WORKERS WORLD,False,total,12235,3762575,False,20210114,OTHER,0
1394,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,RONNA ROMNEY,REPUBLICAN,False,total,1500106,3762575,False,20210114,REPUBLICAN,0
1395,1996,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MARTIN P. MCLAUGHLIN,SOCIALIST EQUALITY,False,total,5975,3762575,False,20210114,OTHER,0
1688,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MICHAEL R. CORLISS,LIBERTARIAN,False,total,29966,4167685,False,20210114,LIBERTARIAN,0
1689,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,WILLIAM QUARTON,NATURAL LAW,False,total,5630,4167685,False,20210114,OTHER,0
1690,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MARK A. FORTON,REFORM,False,total,26274,4167685,False,20210114,OTHER,0
1691,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,DEBBIE STABENOW,DEMOCRAT,False,total,2061952,4167685,False,20210114,DEMOCRAT,1
1692,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,SPENCER ABRAHAM,REPUBLICAN,False,total,1994693,4167685,False,20210114,REPUBLICAN,0
1693,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JOHN MANGOPOULOS,U.S. TAXPAYERS,False,total,11628,4167685,False,20210114,OTHER,0
1694,2000,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,MATTHEW R. ABEL,GREEN,False,total,37542,4167685,False,20210114,OTHER,0
1874,2002,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,JOHN S. MANGOPOULOS,REFORM,False,total,12831,3129287,False,20210114,OTHER,0
1875,2002,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,CARL LEVIN,DEMOCRAT,False,total,1896614,3129287,False,20210114,DEMOCRAT,1
1876,2002,MICHIGAN,MI,26,34,23,US SENATE,statewide,gen,False,ANDREW RACZKOWSKI,REPUBLICAN,False,total,1185545,3129287,False,20210114,REPUBLICAN,0
